Имя,Год,Страна,Сахар,Цена,Рейтинг,Количество отзывов,Наличие отзывов,Ценовая категория,Цена/Рейтинг
"Вино Belouve Rouge, Domaines Bunan",2020,Франция,Сухое,2373.0,4.3,0.0,0,Дешевое,0.00924045017278416
"Вино Roero Arneis Riserva Bricco delle Passere, Tibaldi",2020,Италия,Сухое,3490.0,3.0,1.0,1,Дешевое,0.02259036144578313
"Вино Chassagne-Montrachet, Bouchard Pere & Fils",2020,Франция,Сухое,15990.0,5.0,1.0,1,Среднее,0.07630522088353414
"Вино Morogues Le Carroir, Domaine Pelle",2020,Франция,Сухое,4790.0,5.0,1.0,1,Дешевое,0.020080321285140562
"Вино Saint-Romain Rouge, Domaine Alain Gras",2020,Франция,Сухое,8990.0,5.0,0.0,0,Среднее,0.04116465863453815
"Вино Morgon La Chanaise, Domaines Dominique Piron",2020,Франция,Сухое,3390.0,4.0,1.0,1,Дешевое,0.01631526104417671
"Вино Петрикор Алиготе, Шумринка",2020,Россия,Сухое,1790.0,4.7,2.0,1,Дешевое,0.005340510980090574
Вино Besini Rose,2020,Грузия,Полусухое,990.0,4.7,2.0,1,Дешевое,0.0010681021960181143
"Вино Platbos, David & Nadia",2020,Южная Африка,Сухое,14490.0,0.0,0.0,0,Среднее,
"Вино Skaliekop, David & Nadia",2020,Южная Африка,Сухое,14490.0,0.0,0.0,0,Среднее,
"Вино Beaujolais Fleurie Clos Vernay , Domaine Lafarge Vial",2020,Франция,Сухое,8490.0,0.0,0.0,0,Среднее,
"Вино Charmes-Chambertin Grand Cru, Domaine Gerard Peirazeau & Fils",2020,Франция,Сухое,44990.0,0.0,0.0,0,Дорогое,
"Вино Beaune Premier Cru Greves Vigne de l'Enfant Jesus, Bouchard Pere & Fils",2020,Франция,Сухое,37490.0,5.0,1.0,1,Дорогое,0.18423694779116467
"Вино Saint-Romain Blanc , Domaine Alain Gras",2020,Франция,Сухое,8990.0,0.0,0.0,0,Среднее,
"Вино Beaujolais Fleurie Clos Vernay , Domaine Lafarge Vial",2020,Франция,Сухое,8690.0,5.0,1.0,1,Среднее,0.03965863453815261
"Вино Kritt Pinot Blanc Les Charmes, Domaine Marc Kreydenweiss",2020,Франция,Полусухое,4140.0,4.5,3.0,1,Дешевое,0.018685854529228024
"Вино Bourgogne Pinot Noir, Domaine Gerard Peirazeau & Fils",2020,Франция,Сухое,5490.0,0.0,0.0,0,Дешевое,
Вино Le Serre Nuove dell'Ornellaia,2020,Италия,Сухое,12490.0,5.0,2.0,1,Среднее,0.05873493975903614
"Вино Morey Saint Denis, Domaine Gerard Peirazeau & Fils",2020,Франция,Сухое,12990.0,0.0,0.0,0,Среднее,
"Вино Auxey-Duresses Tres Vieilles Vignes, Domaine Alain Gras",2020,Франция,Сухое,11190.0,0.0,0.0,0,Среднее,
Вино Bianco di Riecine,2020,Италия,Сухое,6990.0,0.0,0.0,0,Среднее,
"Вино Flors di Uis, Vie di Romans",2020,Италия,Сухое,7190.0,3.0,0.0,0,Среднее,0.053547523427041485
"Вино Bourgogne Chardonnay, Armand Heitz",2020,Франция,Сухое,4490.0,0.0,0.0,0,Дешевое,
"Вино Chambolle Musigny Premier Cru Les Amoureuses, Domaine Gerard Peirazeau & Fils",2020,Франция,Сухое,59990.0,0.0,0.0,0,Дорогое,
"Вино Beaune Premier Cru Clos des Mouches Blanc, Joseph Drouhin",2020,Франция,Сухое,34990.0,0.0,0.0,0,Дорогое,
"Вино Pouilly-Fuisse, Bouchard Pere & Fils",2020,Франция,Сухое,8290.0,5.0,1.0,1,Среднее,0.03765060240963855
"Вино Chablis Grand Cru Vaudesir, Jean-Marc Brocard (Domaine Sainte-Claire)",2020,Франция,Сухое,14990.0,0.0,0.0,0,Среднее,
"Вино Morogues, Domaine Pelle",2020,Франция,Сухое,3990.0,4.6,3.0,1,Дешевое,0.01746114894360049
"Вино Chateau de Villemajou Grand Vin Rouge, Gerard Bertrand",2020,Франция,Сухое,7290.0,0.0,0.0,0,Среднее,
"Вино Tenuta Regaleali Lamuri, Tasca d'Almerita",2020,Италия,Сухое,3190.0,4.8,8.0,1,Дешевое,0.012550200803212851
"Вино Porphyr Lagrein Riserva, Cantina Terlan",2020,Италия,Сухое,11990.0,5.0,1.0,1,Среднее,0.05622489959839357
"Вино Pinot Grigio Zuc di Volpe, Volpe Pasini",2020,Италия,Сухое,4990.0,4.0,1.0,1,Дешевое,0.026355421686746986
"Вино Beaune Premier Cru Clos des Mouches Rouge, Joseph Drouhin",2020,Франция,Сухое,28490.0,0.0,0.0,0,Дорогое,
"Вино Puligny-Montrachet Premier Cru Champ Gain, Olivier Leflaive Freres",2020,Франция,Сухое,38490.0,5.0,0.0,0,Дорогое,0.18925702811244982
"Вино Barbera d'Alba Scarrone Vigna Vecchia, Vietti",2020,Италия,Сухое,11990.0,0.0,0.0,0,Среднее,
"Вино Les Roches, Thierry Germain",2020,Франция,Сухое,4490.0,0.0,0.0,0,Дешевое,
"Вино Alma X: каберне совиньон, саперави, Alma Valley",2020,Россия,Сухое,1120.0,4.3,1.0,1,Дешевое,0.0019263098907256935
"Вино Hoe-Steen, David & Nadia",2020,Южная Африка,Сухое,14490.0,0.0,0.0,0,Среднее,
"Вино Gran Reserva Cabernet Sauvignon, Santa Carolina",2020,Чили,Сухое,1790.0,4.0,1.0,1,Дешевое,0.006275100401606426
"Вино Terres, Thierry Germain",2020,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Puligny-Montrachet, Bouchard Pere & Fils",2020,Франция,Сухое,19490.0,5.0,0.0,0,Дорогое,0.09387550200803213
"Вино Rosso di Montalcino, Le Potazzine",2020,Италия,Сухое,7790.0,0.0,0.0,0,Среднее,
"Вино Barbera d'Asti la Crena, Vietti",2020,Италия,Сухое,9990.0,5.0,0.0,0,Среднее,0.04618473895582329
"Вино Blauer Zweigelt, Anita & Hans Nittnaus",2020,Австрия,Сухое,2640.0,4.6,11.0,1,Дешевое,0.010094726733019033
"Вино Pommard Premier Cru Clos des Poutures, Armand Heitz",2020,Франция,Сухое,18990.0,0.0,0.0,0,Дорогое,
"Вино Fuoripista Pinot Grigio, Foradori",2020,Италия,Сухое,7290.0,5.0,0.0,0,Среднее,0.03263052208835341
"Вино Chambertin Clos de Beze Grand Cru, Domaine Gerard Peirazeau & Fils",2020,Франция,Сухое,74990.0,0.0,0.0,0,Дорогое,
"Вино Meursault Gruyaches, Armand Heitz",2020,Франция,Сухое,13490.0,5.0,0.0,0,Среднее,0.06375502008032129
"Вино Elpidios, David & Nadia",2020,Южная Африка,Сухое,5690.0,0.0,0.0,0,Дешевое,
"Вино Meursault Premier Cru Perrieres, Armand Heitz",2020,Франция,Сухое,34990.0,0.0,0.0,0,Дорогое,
"Вино Sgarzon, Foradori",2020,Италия,Сухое,7290.0,0.0,0.0,0,Среднее,
Вино Foradori,2020,Италия,Сухое,4490.0,4.4,3.0,1,Дешевое,0.021107155896312523
"Вино Puligny-Montrachet, Joseph Drouhin",2020,Франция,Сухое,17490.0,5.0,1.0,1,Дорогое,0.08383534136546185
"Вино Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche, Joseph Drouhin",2020,Франция,Сухое,28990.0,5.0,0.0,0,Дорогое,0.14156626506024098
"Вино Volnay, Joseph Drouhin",2020,Франция,Сухое,11490.0,5.0,1.0,1,Среднее,0.053714859437751006
"Вино Saint-Joseph Blanc, Guigal",2020,Франция,Сухое,4219.0,4.0,0.0,0,Дешевое,0.021517319277108433
"Вино Julienas La Comb Vineuse, Armand Heitz",2020,Франция,Сухое,3990.0,0.0,0.0,0,Дешевое,
"Вино Beaune Premier Cru Boucherottes , Armand Heitz",2020,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Chablis Grand Cru Vaudesir, Joseph Drouhin",2020,Франция,Сухое,17990.0,0.0,0.0,0,Дорогое,
"Вино Cote de Beaune, Joseph Drouhin",2020,Франция,Сухое,10490.0,4.8,0.0,0,Среднее,0.050723728246318614
"Вино Meursault, Joseph Drouhin",2020,Франция,Сухое,16490.0,5.0,0.0,0,Дорогое,0.0788152610441767
"Вино Pommard Premier Cru Pezerolles, Armand Heitz",2020,Франция,Сухое,18990.0,0.0,0.0,0,Дорогое,
"Вино Maggiorina, Le Piane",2020,Италия,Сухое,3790.0,3.0,0.0,0,Дешевое,0.025100401606425696
"Вино Pommard, Joseph Drouhin",2020,Франция,Сухое,13490.0,4.7,0.0,0,Среднее,0.0678244894471503
"Вино Chablis Grand Cru Bougros, Joseph Drouhin",2020,Франция,Сухое,18490.0,5.0,0.0,0,Дорогое,0.08885542168674698
"Вино Chianti Classico, Conti Serristori",2020,Италия,Сухое,1990.0,4.6,4.0,1,Дешевое,0.0065479308538501846
"Вино Hito, Bodegas Cepa 21",2020,Испания,Сухое,2690.0,4.7,22.0,1,Дешевое,0.01014697086217209
"Вино Sauvignon Blanc, Mantra",2020,Россия,Сухое,2190.0,5.0,0.0,0,Дешевое,0.007028112449799196
"Вино Tokaji Mandolas, Oremus",2020,Венгрия,Сухое,6190.0,4.5,8.0,1,Среднее,0.03012048192771084
"Вино Echezeaux Grand Cru, Domaine Michel Noellat",2020,Франция,Сухое,52490.0,0.0,0.0,0,Дорогое,
"Вино Vosne-Romanee Premier Cru Les Chaumes, Domaine Michel Noellat",2020,Франция,Сухое,27490.0,0.0,0.0,0,Дорогое,
"Вино Savigny-les-Beaune, Domaine Michel Noellat",2020,Франция,Сухое,7790.0,5.0,1.0,1,Среднее,0.035140562248995984
"Вино Sgarzon, Foradori",2020,Италия,Сухое,7290.0,0.0,0.0,0,Среднее,
Вино Foradori,2020,Италия,Сухое,4490.0,4.4,3.0,1,Дешевое,0.021107155896312523
"Вино Dea Vulcano, Donnafugata",2020,Италия,Сухое,3890.0,4.7,10.0,1,Дешевое,0.016555584038280783
"Вино Langhe Chardonnay Piodilei, Pio Cesare",2020,Италия,Сухое,6490.0,5.0,3.0,1,Среднее,0.028614457831325296
"Вино La Souteronne, Herve Souhaut",2020,Франция,Сухое,5490.0,0.0,0.0,0,Дешевое,
"Вино Syrah, Herve Souhaut",2020,Франция,Сухое,5490.0,4.0,4.0,1,Дешевое,0.029492971887550203
"Вино Domaine Romaneaux-Destezet, Herve Souhaut",2020,Франция,Сухое,5490.0,0.0,0.0,0,Дешевое,
"Вино Clos des Cessieux, Herve Souhaut",2020,Франция,Сухое,8990.0,5.0,1.0,1,Среднее,0.04116465863453815
"Вино Sainte Epine, Herve Souhaut",2020,Франция,Сухое,10490.0,5.0,0.0,0,Среднее,0.048694779116465865
"Вино Morgon Cote du Py, Domaines Dominique Piron",2020,Франция,Сухое,4490.0,4.7,1.0,1,Дешевое,0.01975989062633513
"Вино Barbera d`Alba Il Cerreto, Roberto Voerzio",2020,Италия,Сухое,8490.0,0.0,0.0,0,Среднее,
"Вино Carolina Reserva Cabernet Sauvignon, Santa Carolina",2020,Чили,Сухое,1290.0,4.5,17.0,1,Дешевое,0.002788933511825078
"Вино Primofiore, Giuseppe Quintarelli",2020,Италия,Сухое,12990.0,4.0,0.0,0,Среднее,0.07655622489959839
"Вино Pouilly-Fuisse, Bouchard Pere & Fils",2020,Франция,Сухое,8290.0,5.0,1.0,1,Среднее,0.03765060240963855
"Вино Fuoripista Pinot Grigio, Foradori",2020,Италия,Сухое,7290.0,5.0,0.0,0,Среднее,0.03263052208835341
Вино Poggio alle Gazze dell'Ornellaia,2020,Италия,Сухое,11490.0,5.0,1.0,1,Среднее,0.053714859437751006
"Вино Shiraz, Mantra",2020,Россия,Сухое,2190.0,3.7,8.0,1,Дешевое,0.009497449256485399
"Вино Sancerre Blanc La Bourgeoise, Henri Bourgeois",2020,Франция,Сухое,6490.0,4.3,1.0,1,Среднее,0.033272625385261975
"Вино Romio Chianti, Caviro",2020,Италия,Сухое,1140.0,3.9,4.0,1,Дешевое,0.0022526001441664084
"Вино Camden Park Shiraz Grenache, Byrne Vineyards",2020,Австралия,Сухое,1120.0,4.5,3.0,1,Дешевое,0.0018406961178045514
"Вино Hospices de Beaune Premier Cru Cuvee Maurice Drouhin, Joseph Drouhin",2020,Франция,Сухое,27490.0,0.0,0.0,0,Дорогое,
"Вино Langhe Freisa, Vietti",2020,Италия,Сухое,3493.0,4.0,2.0,1,Дешевое,0.016961596385542167
"Вино Beaune Clos du Dessus des Marconnets, Domaine Paul Pernot & Fils",2020,Франция,Сухое,9490.0,0.0,0.0,0,Среднее,
"Вино Chateauneuf-du-Pape Vieux Telegraphe La Crau, Vignobles Brunier",2020,Франция,Сухое,15490.0,5.0,1.0,1,Среднее,0.07379518072289157
"Вино Bourgogne Pinot Noir, Armand Heitz",2020,Франция,Сухое,4490.0,0.0,0.0,0,Дешевое,
"Вино Bourgogne Cuvee Margot, Olivier Leflaive Freres",2020,Франция,Сухое,8490.0,5.0,2.0,1,Среднее,0.03865461847389558
"Вино Malleolus, Emilio Moro",2020,Испания,Сухое,7290.0,4.1,3.0,1,Среднее,0.03979331961994319
"Вино Charmes-Chambertin Grand Cru, Domaine Antonin Guyon",2020,Франция,Сухое,62490.0,0.0,0.0,0,Дорогое,
"Вино Granato, Foradori",2020,Италия,Сухое,12490.0,4.0,1.0,1,Среднее,0.07341867469879516
"Вино Moulin des Costes Charriage, Domaines Bunan",2020,Франция,Сухое,9990.0,5.0,1.0,1,Среднее,0.04618473895582329
"Вино Centine Rosso, Banfi",2020,Италия,Полусухое,1990.0,4.5,1.0,1,Дешевое,0.006693440428380187
Вино Closerie Saint Roc Les Sureaux,2020,Франция,Сухое,13490.0,0.0,0.0,0,Среднее,
Вино Closerie Saint Roc Les Pins,2020,Франция,Сухое,11990.0,0.0,0.0,0,Среднее,
Вино Closerie Saint Roc Les Noyers,2020,Франция,Сухое,9990.0,0.0,0.0,0,Среднее,
"Вино Puligny-Montrachet, Olivier Leflaive Freres",2020,Франция,Сухое,27990.0,4.5,0.0,0,Дорогое,0.15171798304328424
"Вино Beaune Clos de la Chaume Gaufriot, Domaine Antonin Guyon",2020,Франция,Сухое,9990.0,4.5,1.0,1,Среднее,0.051316376617581434
"Вино Puligny-Montrachet Premier Cru Champ Canet - Clos de la Jaquelotte, Domaine Paul Pernot & Fils",2020,Франция,Сухое,21490.0,0.0,0.0,0,Дорогое,
"Вино Puligny-Montrachet, Domaine Paul Pernot & Fils",2020,Франция,Сухое,13490.0,0.0,0.0,0,Среднее,
"Вино Bourgogne, Domaine Paul Pernot & Fils",2020,Франция,Сухое,5690.0,0.0,0.0,0,Дешевое,
"Вино Pouilly-Fume La Vigne de Beaussoppet, Domaine Laporte",2020,Франция,Сухое,4990.0,0.0,0.0,0,Дешевое,
"Вино Nova Domus Riserva, Cantina Terlan",2020,Италия,Сухое,9490.0,0.0,0.0,0,Среднее,
"Вино Pinot Bianco Riserva Vorberg, Cantina Terlan",2020,Италия,Сухое,6990.0,5.0,2.0,1,Среднее,0.03112449799196787
"Вино Auxey-Duresses Blanc, Domaine Agnes Paquet",2020,Франция,Сухое,6490.0,0.0,0.0,0,Среднее,
"Вино Barco Reale di Carmignano, Capezzana",2020,Италия,Сухое,3290.0,5.0,0.0,0,Дешевое,0.01255020080321285
Вино Tenuta Frescobaldi di Castiglioni,2020,Италия,Сухое,3690.0,4.7,8.0,1,Дешевое,0.015487481842262665
"Вино Nuits-Saint-Georges, Joseph Drouhin",2020,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Chablis Grand Cru Les Clos, Jean-Marc Brocard (Domaine Sainte-Claire)",2020,Франция,Сухое,18490.0,0.0,0.0,0,Дорогое,
"Вино Morey-Saint-Denis Premier Cru Les Sorbes, Domaine Michel Noellat",2020,Франция,Сухое,24490.0,0.0,0.0,0,Дорогое,
"Вино Каберне Совиньон Красная Горка, Галицкий и Галицкий",2020,Россия,Сухое,3490.0,4.6,7.0,1,Дешевое,0.014732844421162914
"Вино Мерло Красная Горка, Галицкий и Галицкий",2020,Россия,Сухое,3490.0,4.6,14.0,1,Дешевое,0.014732844421162914
"Вино Совиньон Блан Красная Горка, Галицкий и Галицкий",2020,Россия,Сухое,3490.0,4.5,15.0,1,Дешевое,0.015060240963855422
"Вино Chianti Classico Ama, Castello di Ama",2020,Италия,Сухое,5690.0,5.0,1.0,1,Дешевое,0.02459839357429719
"Вино Bin 45 Cabernet Sauvignon, Lindeman's",2020,Австралия,Полусухое,1640.0,4.0,3.0,1,Дешевое,0.0053338353413654605
"Вино Cabernet Sauvignon Valley Oaks, Fetzer",2020,Соединенные Штаты Америки,Полусухое,1490.0,4.5,37.0,1,Дешевое,0.0039045069165551086
"Вино Chardonnay Sundial, Fetzer",2020,Соединенные Штаты Америки,Полусухое,1043.0,4.4,38.0,1,Дешевое,0.0014432730923694768
"Вино Le Rose Giscours, Chateau Giscours",2020,Франция,Сухое,5190.0,0.0,0.0,0,Дешевое,
"Вино Rose, Domaine de l'Ile",2020,Франция,Сухое,3493.0,0.0,0.0,0,Дешевое,
"Вино White, Domaine de l'Ile",2020,Франция,Сухое,6490.0,0.0,0.0,0,Среднее,
"Вино Sangiovese di Toscana, Conti Serristori",2020,Италия,Сухое,1140.0,4.4,5.0,1,Дешевое,0.001996622855056589
"Вино Roero Arneis, Bruno Giacosa",2020,Италия,Сухое,5490.0,4.5,0.0,0,Дешевое,0.026215975011155735
"Вино Bourgogne Pinot Noir Laforet, Joseph Drouhin",2020,Франция,Сухое,4690.0,4.8,20.0,1,Дешевое,0.020394076305220884
"Вино Chablis, Joseph Drouhin",2020,Франция,Сухое,6490.0,4.9,7.0,1,Среднее,0.0291984263584952
"Вино Chianti Classico, Banfi",2020,Италия,Сухое,1944.0,4.5,2.0,1,Дешевое,0.006436858545292279
"Вино Sedara, Donnafugata",2020,Италия,Сухое,2018.0,4.5,20.0,1,Дешевое,0.0068496207050423915
"Вино Carolina Reserva Pinot Noir, Santa Carolina",2020,Чили,Сухое,903.0,4.4,28.0,1,Дешевое,0.0006446239503468412
"Вино Khvanchkara, Giuaani",2020,Грузия,Полусладкое,4490.0,5.0,2.0,1,Дешевое,0.018574297188755022
"Вино Семисам Рислинг/Пино Блан, Шумринка",2020,Россия,Сухое,990.0,4.5,15.0,1,Дешевое,0.0011155734047300307
"Вино Chablis Grand Cru Les Blanchots, Jean-Marc Brocard (Domaine Sainte-Claire)",2020,Франция,Сухое,18990.0,0.0,0.0,0,Дорогое,
"Вино Merlot, Canti",2020,Италия,Сухое,1390.0,3.9,3.0,1,Дешевое,0.003861600247142415
"Вино Blaufrankisch Classic, Hans Igler",2020,Австрия,Сухое,2690.0,4.1,3.0,1,Дешевое,0.011631893427368008
"Вино Montagny Premier Cru, Joseph Drouhin",2020,Франция,Сухое,7490.0,5.0,2.0,1,Среднее,0.03363453815261044
"Вино Gevrey-Chambertin, Joseph Drouhin",2020,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино ""Y"" d'Yquem, Chateau d'Yquem",2020,Франция,Полусухое,31990.0,5.0,0.0,0,Дорогое,0.1566265060240964
"Вино Chablis 7eme, Julien Brocard",2020,Франция,Сухое,7990.0,5.0,0.0,0,Среднее,0.03614457831325301
"Вино Larionov Cabernet Sauvignon, Igor Larionov",2020,Австралия,Сухое,6990.0,5.0,1.0,1,Среднее,0.03112449799196787
"Вино Chateauneuf-du-Pape Clos La Roquete, Vignobles Brunier",2020,Франция,Сухое,9490.0,5.0,1.0,1,Среднее,0.04367469879518072
"Вино Bourgogne Chardonnay La Vignee, Bouchard Pere & Fils",2020,Франция,Сухое,5290.0,5.0,0.0,0,Дешевое,0.02259036144578313
"Вино Casa Albali Gran Seleccion, Felix Solis",2020,Испания,Полусухое,990.0,3.0,1.0,1,Дешевое,0.0016733601070950458
"Вино Chardonnay, Chacra",2020,Аргентина,Сухое,16490.0,0.0,0.0,0,Дорогое,
"Вино Chablis Grand Cru Bougros, Jean-Marc Brocard (Domaine Sainte-Claire)",2020,Франция,Сухое,14490.0,5.0,1.0,1,Среднее,0.06877510040160642
"Вино Rose de Loire, Thibaud Boudignon",2020,Франция,Сухое,4490.0,0.0,0.0,0,Дешевое,
"Вино Larionov Chardonnay, Igor Larionov",2020,Соединенные Штаты Америки,Сухое,14990.0,5.0,1.0,1,Среднее,0.071285140562249
Вино Chateau Grand Village Blanc,2020,Франция,Сухое,3790.0,0.0,0.0,0,Дешевое,
"Вино Albente, Feudi di San Gregorio",2020,Италия,Сухое,1790.0,4.5,13.0,1,Дешевое,0.005577867023650156
"Вино Leeu Passant Wellington, Mullineux & Leeu",2020,Южная Африка,Сухое,12490.0,0.0,0.0,0,Среднее,
"Вино Leeu Passant Cabernet Sauvignon, Mullineux & Leeu",2020,Южная Африка,Сухое,6690.0,0.0,0.0,0,Среднее,
"Вино Совиньон Блан Красная Горка, Галицкий и Галицкий",2020,Россия,Сухое,3490.0,4.5,15.0,1,Дешевое,0.015060240963855422
"Вино Albente, Feudi di San Gregorio",2020,Италия,Сухое,1790.0,4.5,13.0,1,Дешевое,0.005577867023650156
"Вино Campanaro, Feudi di San Gregorio",2020,Италия,Сухое,5490.0,5.0,0.0,0,Дешевое,0.023594377510040163
Вино Rawson's Retreat Semillon Chardonnay,2020,Австралия,Полусухое,2190.0,4.8,2.0,1,Дешевое,0.007320950468540829
"Вино Bin 45 Cabernet Sauvignon, Lindeman's",2020,Австралия,Полусухое,1640.0,4.0,3.0,1,Дешевое,0.0053338353413654605
"Вино Aile d'Argent, Chateau Mouton Rothschild",2020,Франция,Сухое,30990.0,0.0,0.0,0,Дорогое,
"Вино Blaufrankisch Classic, Hans Igler",2020,Австрия,Сухое,3990.0,5.0,1.0,1,Дешевое,0.01606425702811245
"Вино Samantha's Garden, Two Hands",2020,Австралия,Сухое,8990.0,5.0,0.0,0,Среднее,0.04116465863453815
"Вино Les Bornes, Domaine Pelle",2020,Франция,Сухое,3990.0,4.0,1.0,1,Дешевое,0.02008032128514056
"Вино Morogues Le Carroir, Domaine Pelle",2020,Франция,Сухое,4790.0,5.0,1.0,1,Дешевое,0.020080321285140562
"Вино Tenuta Regaleali Chardonnay Vigna San Francesco, Tasca d'Almerita",2020,Италия,Сухое,5194.0,4.5,1.0,1,Дешевое,0.024564926372155287
"Вино Puligny-Montrachet Premier Cru Chalumaux, Domaine Paul Pernot & Fils",2020,Франция,Сухое,21490.0,0.0,0.0,0,Дорогое,
"Вино Puligny-Montrachet Premier Cru Clos de la Garenne, Domaine Paul Pernot & Fils",2020,Франция,Сухое,21490.0,0.0,0.0,0,Дорогое,
"Вино Puligny-Montrachet Premier Cru Clos du Cailleret, Domaine des Lambrays",2020,Франция,Сухое,46490.0,0.0,0.0,0,Дорогое,
"Вино Blauer Zweigelt, Anita & Hans Nittnaus",2020,Австрия,Сухое,2640.0,4.6,11.0,1,Дешевое,0.010094726733019033
"Вино Gevrey-Chambertin Premier Cru Combe aux Moines Vieille Vigne, Domaine Fourrier",2020,Франция,Сухое,57490.0,0.0,0.0,0,Дорогое,
"Вино Clos Bertrand, Chateau Thivin",2020,Франция,Сухое,4690.0,5.0,0.0,0,Дешевое,0.01957831325301205
"Вино Max Reserva Pinot Noir, Errazuriz",2020,Чили,Сухое,2990.0,4.5,5.0,1,Дешевое,0.012271307452030344
"Вино Batard-Montrachet Grand Cru, Domaine Paul Pernot & Fils",2020,Франция,Сухое,69990.0,0.0,0.0,0,Дорогое,
"Вино Le Petit Cheval Blanc, Chateau Cheval Blanc",2020,Франция,Сухое,29990.0,5.0,0.0,0,Дорогое,0.14658634538152612
"Вино Las Pizarras Pinot Noir, Errazuriz",2020,Чили,Сухое,18490.0,0.0,0.0,0,Дорогое,
"Вино Las Pizarras Chardonnay , Errazuriz",2020,Чили,Сухое,13990.0,5.0,0.0,0,Среднее,0.06626506024096386
"Вино Chassagne-Montrachet Premier Cru Abbaye de Morgeot, Olivier Leflaive Freres",2020,Франция,Сухое,41490.0,0.0,0.0,0,Дорогое,
"Вино Puligny-Montrachet Premier Cru Clos des Folatieres, Domaine Paul Pernot & Fils",2020,Франция,Сухое,21490.0,0.0,0.0,0,Дорогое,
"Вино Gevrey-Chambertin Premier Cru Cherbaudes Vieille Vigne, Domaine Fourrier",2020,Франция,Сухое,49990.0,0.0,0.0,0,Дорогое,
"Вино Chateau des Graves Blanc, Vignobles Butler",2020,Франция,Сухое,2990.0,4.8,3.0,1,Дешевое,0.011504350736278448
"Вино Escherndorf am Lumpen 1655 Riesling GG, Horst Sauer",2020,Германия,Сухое,7990.0,5.0,0.0,0,Среднее,0.03614457831325301
"Вино Les Sept Vignes, Chateau Thivin",2020,Франция,Сухое,3990.0,5.0,0.0,0,Дешевое,0.01606425702811245
"Вино Bienvenue-Batard-Montrachet Grand Cru, Domaine Paul Pernot & Fils",2020,Франция,Сухое,64990.0,0.0,0.0,0,Дорогое,
"Вино Morey-Saint-Denis Premier Cru Les Loups, Domaine des Lambrays",2020,Франция,Сухое,31490.0,0.0,0.0,0,Дорогое,
"Вино Puligny-Montrachet Premier Cru Les Pucelles, Domaine Paul Pernot & Fils",2020,Франция,Сухое,29990.0,0.0,0.0,0,Дорогое,
"Вино Bourgogne Pinot Noir, Domaine Jean-Marc & Thomas Bouley",2020,Франция,Сухое,7290.0,4.9,2.0,1,Среднее,0.0332964511105647
"Вино Crozes-Hermitage Blanc, Guigal",2020,Франция,Сухое,3633.0,4.8,2.0,1,Дешевое,0.014866758701472556
Вино Chateau Reynon Blanc,2020,Франция,Сухое,2440.0,0.0,0.0,0,Дешевое,
Вино Lugana Riserva Sergio Zenato,2020,Италия,Сухое,6990.0,5.0,1.0,1,Среднее,0.03112449799196787
"Вино Morogues, Domaine Pelle",2020,Франция,Сухое,3990.0,4.6,3.0,1,Дешевое,0.01746114894360049
"Вино Terres, Thierry Germain",2020,Франция,Сухое,13990.0,0.0,0.0,0,Среднее,
"Вино Cuvee Zaccharie, Chateau Thivin",2020,Франция,Сухое,7490.0,0.0,0.0,0,Среднее,
"Вино Volnay Premier Cru Carelle sous la Chapelle, Domaine Paul Pernot & Fils",2020,Франция,Сухое,13490.0,0.0,0.0,0,Среднее,
"Вино Volnay, Domaine Jean-Marc & Thomas Bouley",2020,Франция,Сухое,15990.0,5.0,1.0,1,Среднее,0.07630522088353414
"Вино Volnay Premier Cru Les Caillerets, Domaine Jean-Marc & Thomas Bouley",2020,Франция,Сухое,34990.0,0.0,0.0,0,Дорогое,
"Вино Chiaranda, Donnafugata",2020,Италия,Сухое,4893.0,0.0,0.0,0,Дешевое,
"Вино Volnay Clos de la Cave, Domaine Jean-Marc & Thomas Bouley",2020,Франция,Сухое,17990.0,0.0,0.0,0,Дорогое,
"Вино Rosso di Montalcino, Le Potazzine",2020,Италия,Сухое,7790.0,0.0,0.0,0,Среднее,
"Вино Rondevlei, David & Nadia",2021,Южная Африка,Сухое,14490.0,0.0,0.0,0,Среднее,
"Вино Chardonnay, Domaine Tariquet",2021,Франция,Сухое,1990.0,4.8,2.0,1,Дешевое,0.0062751004016064265
"Вино Bin 65 Chardonnay, Lindeman's",2021,Австралия,Полусухое,1148.0,4.4,24.0,1,Дешевое,0.0020422599488864545
"Вино Condado de Oriza Roble, Pagos del Rey",2021,Испания,Сухое,1340.0,4.5,6.0,1,Дешевое,0.0030678268630075856
"Вино Alazani Valley, Besini",2021,Грузия,Полусладкое,890.0,4.0,1.0,1,Дешевое,0.0006275100401606417
"Вино Fleurie, Domaines Dominique Piron",2021,Франция,Сухое,3790.0,4.3,4.0,1,Дешевое,0.0175119080975063
"Вино Riesling Jules Geyl, Domaine Bott-Geyl",2021,Франция,Полусухое,3490.0,4.7,3.0,1,Дешевое,0.014419379646244552
"Вино Point Blauer Zweigelt, Nigl",2021,Австрия,Сухое,1690.0,4.3,17.0,1,Дешевое,0.00525357242925189
