Имя,Год,Страна,Сахар,Цена,Рейтинг,Количество отзывов
Вино Rawson's Retreat Semillon Chardonnay,2020.0,Австралия,Полусухое,2190.0,4.8,2.0
"Вино Bin 45 Cabernet Sauvignon, Lindeman's",2020.0,Австралия,Полусухое,1640.0,4.0,3.0
"Вино Aile d'Argent, Chateau Mouton Rothschild",2020.0,Франция,Сухое,30990.0,0.0,
"Вино Blaufrankisch Classic, Hans Igler",2020.0,Австрия,Сухое,3990.0,5.0,1.0
"Вино Samantha's Garden, Two Hands",2020.0,Австралия,Сухое,8990.0,5.0,
"Вино Les Bornes, Domaine Pelle",2020.0,Франция,Сухое,3990.0,4.0,1.0
"Вино Morogues Le Carroir, Domaine Pelle",2020.0,Франция,Сухое,4790.0,5.0,1.0
"Вино Tenuta Regaleali Chardonnay Vigna San Francesco, Tasca d'Almerita",2020.0,Италия,Сухое,5194.0,4.5,1.0
"Вино Puligny-Montrachet Premier Cru Chalumaux, Domaine Paul Pernot & Fils",2020.0,Франция,Сухое,21490.0,0.0,
"Вино Puligny-Montrachet Premier Cru Clos de la Garenne, Domaine Paul Pernot & Fils",2020.0,Франция,Сухое,21490.0,0.0,
"Вино Puligny-Montrachet Premier Cru Clos du Cailleret, Domaine des Lambrays",2020.0,Франция,Сухое,46490.0,0.0,
"Вино Blauer Zweigelt, Anita & Hans Nittnaus",2020.0,Австрия,Сухое,2640.0,4.6,11.0
"Вино Gevrey-Chambertin Premier Cru Combe aux Moines Vieille Vigne, Domaine Fourrier",2020.0,Франция,Сухое,57490.0,0.0,
"Вино Clos Bertrand, Chateau Thivin",2020.0,Франция,Сухое,4690.0,5.0,
"Вино Max Reserva Pinot Noir, Errazuriz",2020.0,Чили,Сухое,2990.0,4.5,5.0
"Вино Batard-Montrachet Grand Cru, Domaine Paul Pernot & Fils",2020.0,Франция,Сухое,69990.0,0.0,
"Вино Le Petit Cheval Blanc, Chateau Cheval Blanc",2020.0,Франция,Сухое,29990.0,5.0,
"Вино Las Pizarras Pinot Noir, Errazuriz",2020.0,Чили,Сухое,18490.0,0.0,
"Вино Las Pizarras Chardonnay , Errazuriz",2020.0,Чили,Сухое,13990.0,5.0,
"Вино Chassagne-Montrachet Premier Cru Abbaye de Morgeot, Olivier Leflaive Freres",2020.0,Франция,Сухое,41490.0,0.0,
"Вино Puligny-Montrachet Premier Cru Clos des Folatieres, Domaine Paul Pernot & Fils",2020.0,Франция,Сухое,21490.0,0.0,
"Вино Gevrey-Chambertin Premier Cru Cherbaudes Vieille Vigne, Domaine Fourrier",2020.0,Франция,Сухое,49990.0,0.0,
"Вино Chateau des Graves Blanc, Vignobles Butler",2020.0,Франция,Сухое,2990.0,4.8,3.0
"Вино Escherndorf am Lumpen 1655 Riesling GG, Horst Sauer",2020.0,Германия,Сухое,7990.0,5.0,
"Вино Les Sept Vignes, Chateau Thivin",2020.0,Франция,Сухое,3990.0,5.0,
"Вино Bienvenue-Batard-Montrachet Grand Cru, Domaine Paul Pernot & Fils",2020.0,Франция,Сухое,64990.0,0.0,
"Вино Morey-Saint-Denis Premier Cru Les Loups, Domaine des Lambrays",2020.0,Франция,Сухое,31490.0,0.0,
"Вино Puligny-Montrachet Premier Cru Les Pucelles, Domaine Paul Pernot & Fils",2020.0,Франция,Сухое,29990.0,0.0,
"Вино Bourgogne Pinot Noir, Domaine Jean-Marc & Thomas Bouley",2020.0,Франция,Сухое,7290.0,4.9,2.0
"Вино Crozes-Hermitage Blanc, Guigal",2020.0,Франция,Сухое,3633.0,4.8,2.0
Вино Chateau Reynon Blanc,2020.0,Франция,Сухое,2440.0,0.0,
Вино Lugana Riserva Sergio Zenato,2020.0,Италия,Сухое,6990.0,5.0,1.0
"Вино Morogues, Domaine Pelle",2020.0,Франция,Сухое,3990.0,4.6,3.0
"Вино Terres, Thierry Germain",2020.0,Франция,Сухое,13990.0,0.0,
"Вино Cuvee Zaccharie, Chateau Thivin",2020.0,Франция,Сухое,7490.0,0.0,
"Вино Volnay Premier Cru Carelle sous la Chapelle, Domaine Paul Pernot & Fils",2020.0,Франция,Сухое,13490.0,0.0,
"Вино Volnay, Domaine Jean-Marc & Thomas Bouley",2020.0,Франция,Сухое,15990.0,5.0,1.0
"Вино Volnay Premier Cru Les Caillerets, Domaine Jean-Marc & Thomas Bouley",2020.0,Франция,Сухое,34990.0,0.0,
"Вино Chiaranda, Donnafugata",2020.0,Италия,Сухое,4893.0,0.0,
"Вино Volnay Clos de la Cave, Domaine Jean-Marc & Thomas Bouley",2020.0,Франция,Сухое,17990.0,0.0,
"Вино Rosso di Montalcino, Le Potazzine",2020.0,Италия,Сухое,7790.0,0.0,
"Вино Rondevlei, David & Nadia",2021.0,Южная Африка,Сухое,14490.0,0.0,
"Вино Chardonnay, Domaine Tariquet",2021.0,Франция,Сухое,1990.0,4.8,2.0
"Вино Bin 65 Chardonnay, Lindeman's",2021.0,Австралия,Полусухое,1148.0,4.4,24.0
"Вино Condado de Oriza Roble, Pagos del Rey",2021.0,Испания,Сухое,1340.0,4.5,6.0
"Вино Alazani Valley, Besini",2021.0,Грузия,Полусладкое,890.0,4.0,1.0
"Вино Fleurie, Domaines Dominique Piron",2021.0,Франция,Сухое,3790.0,4.3,4.0
"Вино Riesling Jules Geyl, Domaine Bott-Geyl",2021.0,Франция,Полусухое,3490.0,4.7,3.0
"Вино Point Blauer Zweigelt, Nigl",2021.0,Австрия,Сухое,1690.0,4.3,17.0
"Вино 9 Lives Apasionado Red Blend Reserve, Vina San Pedro",2021.0,Чили,Полусухое,1120.0,0.0,
"Вино Bin 85 Pinot Grigio, Lindeman's",2021.0,Австралия,Полусухое,1640.0,4.1,6.0
"Вино Chardonnay, Domaine Tariquet",2021.0,Франция,Сухое,1990.0,4.8,2.0
"Вино Goats do Roam White, Fairview",2021.0,Южная Африка,Сухое,1890.0,4.0,2.0
"Вино Villa Bianchi Verdicchio dei Castelli di Jesi Classico, Umani Ronchi",2021.0,Италия,Полусухое,1043.0,4.5,4.0
"Вино Albarino Gran Vinum, Adegas Gran Vinum",2021.0,Испания,Сухое,4390.0,4.5,1.0
"Вино Gavi, Canti",2021.0,Италия,Сухое,1990.0,4.4,8.0
"Вино Pinot Grigio, Canti",2021.0,Италия,Полусухое,1390.0,4.7,1.0
"Вино Escherndorfer Silvaner, Horst Sauer",2021.0,Германия,Полусухое,3190.0,4.7,2.0
"Вино Mehringer Alte Reben, Nik Weis St. Urbans-Hof",2021.0,Германия,Полусухое,3490.0,4.8,
"Вино Ailala Treixadura, Coto de Gomariz",2021.0,Испания,Сухое,2790.0,4.3,6.0
"Вино Las Fincas Rosado, Bodegas Chivite",2021.0,Испания,Сухое,2890.0,4.4,
"Вино Barrica Art Collection, Gurpegui",2021.0,Испания,Сухое,990.0,4.0,4.0
"Вино Cost'e, Banfi",2021.0,Италия,Сухое,2640.0,4.2,5.0
"Вино Collio Sauvignon, Russiz Superiore",2021.0,Италия,Сухое,4490.0,4.0,1.0
"Вино Triple Overtime Grenache Tempranillo, Igor Larionov",2021.0,Австралия,Сухое,3490.0,4.5,5.0
"Вино Steakwine Malbec, Penaflor",2021.0,Аргентина,Полусухое,1270.0,4.3,12.0
"Вино Vina Albali Garnacha Rose Low Alcohol, Felix Solis",2021.0,Испания,Вино,890.0,4.4,5.0
"Вино Gelber Muskateller Loibner Federspiel, Emmerich Knoll",2021.0,Австрия,Сухое,4890.0,5.0,2.0
"Вино Chablis, William Fevre",2021.0,Франция,Сухое,6990.0,0.0,
"Вино Tre Passo Bianco, Cielo",2021.0,Италия,Полусухое,1490.0,4.5,6.0
"Вино Bruni Nero d'Avola, Caviro",2021.0,Италия,Полусухое,790.0,4.3,3.0
"Вино Vina Albali Verdejo, Felix Solis",2021.0,Испания,Сухое,1140.0,4.5,2.0
"Вино Chardonnay, Cielo",2021.0,Италия,Полусухое,840.0,5.0,3.0
Вино Nederburg Lyric Sauvignon Chenin Chardonnay,2021.0,Южная Африка,Полусухое,1140.0,4.4,2.0
"Вино Vina Albali Verdejo, Felix Solis",2021.0,Испания,Сухое,1140.0,4.5,2.0
"Вино Bruni Nero d'Avola, Caviro",2021.0,Италия,Полусухое,790.0,4.3,3.0
"Вино Saperavi, Metreveli",2021.0,Грузия,Сухое,890.0,4.6,3.0
"Вино Romio Nero d'Avola, Caviro",2021.0,Италия,Полусухое,990.0,5.0,2.0
"Вино Chablis Reserve de Vaudon, Joseph Drouhin",2021.0,Франция,Сухое,7390.0,5.0,2.0
"Вино Romio Nero d'Avola, Caviro",2021.0,Италия,Полусухое,990.0,5.0,2.0
"Вино Soave Sereole, Bertani",2021.0,Италия,Сухое,2490.0,4.6,4.0
"Вино Chablis Premier Cru Vaillons, Joseph Drouhin",2021.0,Франция,Сухое,11190.0,4.0,
"Вино UNA Pinot Blanc, Golser Wein",2021.0,Австрия,Полусухое,1690.0,4.4,2.0
"Вино Rheingau Riesling Trocken, Robert Weil",2021.0,Германия,Полусухое,4690.0,4.0,4.0
"Вино Cabernet Sauvignon Oak Cask, Trapiche",2021.0,Аргентина,Полусухое,1290.0,4.6,16.0
"Вино Tenuta Tascante Buonora, Tasca d'Almerita",2021.0,Италия,Сухое,3490.0,4.7,7.0
"Вино Tini Rosso Biologico, Caviro",2021.0,Италия,Полусухое,840.0,4.0,1.0
"Вино Sancerre Le Rochoy, Domaine Laporte",2021.0,Франция,Сухое,4790.0,4.7,3.0
"Вино Gavi Il Valentino, La Scolca",2021.0,Италия,Сухое,1456.0,4.5,17.0
"Вино Pinot Noir, Cantina Terlan",2021.0,Италия,Сухое,4290.0,4.0,2.0
"Вино Campirosa, Dino Illuminati",2021.0,Италия,Сухое,1590.0,4.2,2.0
Вино Hacienda Lopez de Haro Garnacha,2021.0,Испания,Полусухое,1253.0,4.6,5.0
"Вино Cabernet Sauvignon, Cielo",2021.0,Италия,Полусухое,840.0,4.0,2.0
"Вино Gavi dei Gavi (Etichetta Nera), La Scolca",2021.0,Италия,Сухое,3493.0,4.8,25.0
"Вино Riesling Kremser Pfaffenberg, Winzer Krems",2021.0,Австрия,Полусухое,4490.0,4.5,6.0
"Вино UNA Gruner Veltliner, Golser Wein",2021.0,Австрия,Сухое,969.0,4.7,5.0
"Вино Sollui, La Scolca",2021.0,Италия,Сухое,1456.0,4.4,8.0
"Вино Sauvignon Zuc di Volpe, Volpe Pasini",2021.0,Италия,Сухое,5490.0,4.5,
Вино Gavi Villa Sparina,2021.0,Италия,Сухое,4290.0,5.0,1.0
"Вино Rose Art Collection, Gurpegui",2021.0,Испания,Сухое,890.0,4.5,20.0
"Вино Riesling Senftenberger Piri, Nigl",2021.0,Австрия,Сухое,5290.0,4.7,1.0
"Вино Urban Riesling, Nik Weis St. Urbans-Hof",2021.0,Германия,Полусухое,1043.0,4.8,270.0
"Вино Sauvignon Blanc, Domaine Tariquet",2021.0,Франция,Сухое,1990.0,4.6,7.0
"Вино Tenuta Regaleali Bianco, Tasca d'Almerita",2021.0,Италия,Сухое,1393.0,4.7,25.0
"Вино Rose de Loire les Versaines, Marcel Martin",2021.0,Франция,Сухое,1440.0,4.7,5.0
"Вино Priara Pinot Grigio, Pradio",2021.0,Италия,Сухое,1990.0,4.7,24.0
"Вино Fontanasanta, Foradori",2021.0,Италия,Сухое,4790.0,4.6,3.0
"Вино Lezer, Foradori",2021.0,Италия,Сухое,3990.0,4.7,4.0
"Вино Tempranillo Art Collection, Gurpegui",2021.0,Испания,Сухое,890.0,4.5,19.0
"Вино Xitxarello, Democratic Wines",2021.0,Испания,Полусухое,1990.0,4.6,18.0
"Вино Villa Bianchi Verdicchio dei Castelli di Jesi Classico, Umani Ronchi",2021.0,Италия,Полусухое,1043.0,4.5,4.0
"Вино Villa Soleilla, Gerard Bertrand",2021.0,Франция,Сухое,32490.0,0.0,
"Вино Sauvignon, Rigal",2021.0,Франция,Сухое,1490.0,4.0,7.0
"Вино Platbos, David & Nadia",2021.0,Южная Африка,Сухое,14490.0,0.0,
Вино Noa Areni Rose,2021.0,Армения,Сухое,2490.0,4.9,2.0
"Вино Macon-Villages, Joseph Drouhin",2021.0,Франция,Сухое,4190.0,3.8,5.0
"Вино Bourgogne Chardonnay Laforet, Joseph Drouhin",2021.0,Франция,Сухое,3353.0,4.7,16.0
"Вино Beaujolais Fleurie Domaine des Hospices de Belleville, Joseph Drouhin",2021.0,Франция,Сухое,5190.0,5.0,1.0
"Вино Beaujolais Morgon Domaine des Hospices de Belleville, Joseph Drouhin",2021.0,Франция,Сухое,4490.0,5.0,
"Вино Beaujolais-Villages, Joseph Drouhin",2021.0,Франция,Сухое,3290.0,4.7,12.0
"Вино Siglo, Bodegas Manzanos",2021.0,Испания,Сухое,990.0,4.3,22.0
"Вино Pouilly-Fuisse, Joseph Drouhin",2021.0,Франция,Сухое,9990.0,4.8,2.0
"Вино Albarino Gran Vinum, Adegas Gran Vinum",2021.0,Испания,Сухое,4390.0,4.5,1.0
"Вино Bin 85 Pinot Grigio, Lindeman's",2021.0,Австралия,Полусухое,1640.0,4.1,6.0
"Вино Bin 65 Chardonnay, Lindeman's",2021.0,Австралия,Полусухое,1148.0,4.4,24.0
"Вино Abtsberg Riesling Trocken GG, Maximin Grunhaus",2021.0,Германия,Полусухое,9990.0,0.0,
"Вино Riesling Herrenberg Trocken Grosses Gewachs, Maximin Grunhaus",2021.0,Германия,Полусухое,9990.0,0.0,
"Вино Steakwine Torrontes, Penaflor",2021.0,Аргентина,Сухое,1270.0,4.0,2.0
"Вино Le Grand Noir Bio, Les Celliers Jean d'Alibert",2021.0,Франция,Сухое,1118.0,0.0,
"Вино Merlot e Raboso, Cielo",2021.0,Италия,Полусухое,790.0,4.5,3.0
"Вино Merlot, Cielo",2021.0,Италия,Полусухое,840.0,5.0,1.0
"Вино Le Grand Noir Bio, Les Celliers Jean d'Alibert",2021.0,Франция,Сухое,1118.0,3.0,1.0
"Вино Skaliekop, David & Nadia",2021.0,Южная Африка,Сухое,14490.0,0.0,
"Вино Chenin/Chardonnay, Domaine Tariquet",2021.0,Франция,Сухое,1990.0,4.3,6.0
"Вино Mare & Grill Vinho Verde, Quintas das Arcas",2021.0,Португалия,Полусухое,668.0,4.9,11.0
"Вино Mare & Grill Vinho Verde Rose, Quintas das Arcas",2021.0,Португалия,Полусухое,668.0,4.9,5.0
"Вино Pfefferer Sun, Colterenzio",2021.0,Италия,Сухое,1489.0,4.7,33.0
"Вино Le Grand Noir Cabernet Sauvignon, Les Celliers Jean d'Alibert",2021.0,Франция,Полусухое,1120.0,4.5,6.0
"Вино Barbera d’Alba, Pio Cesare",2021.0,Италия,Сухое,3990.0,5.0,1.0
"Вино Bourgogne Chardonnay Laforet, Joseph Drouhin",2021.0,Франция,Сухое,3353.0,4.7,16.0
"Вино Roero Arneis, Giacomo Fenocchio",2021.0,Италия,Сухое,3490.0,5.0,1.0
"Вино Beaujolais Morgon Domaine des Hospices de Belleville, Joseph Drouhin",2021.0,Франция,Сухое,4490.0,5.0,
"Вино Langhe Chardonnay, Mauro Molino",2021.0,Италия,Сухое,4190.0,0.0,
"Вино Sante Rive Bardolino, Cielo",2021.0,Италия,Сухое,840.0,4.0,18.0
"Вино Gruner Veltliner Kremser Wachtberg Reserve, Winzer Krems",2021.0,Австрия,Сухое,3990.0,5.0,1.0
"Вино Casal di Serra, Umani Ronchi",2021.0,Италия,Сухое,2340.0,4.5,5.0
"Вино Chardonnay, Усадьба Маркотх",2021.0,Россия,Сухое,2190.0,4.6,10.0
"Вино Sancerre Le Grand Rochoy, Domaine Laporte",2021.0,Франция,Сухое,5790.0,0.0,
"Вино Donauriesling Sandgrube 13, Winzer Krems",2021.0,Австрия,Полусухое,2490.0,0.0,1.0
"Вино Chardonnay Reserva, Caliterra",2021.0,Чили,Сухое,1490.0,4.0,2.0
Вино Soave-Bertani,2021.0,Италия,Сухое,2269.0,4.8,1.0
"Вино Ginestet Montagne Saint-Emilion, Maison Ginestet",2021.0,Франция,Сухое,2140.0,4.5,3.0
"Вино Семильон, Alma Valley",2021.0,Россия,Сухое,1190.0,0.0,
"Вино Sauvignon Blanc , Pio Cesare",2021.0,Италия,Сухое,3890.0,5.0,
"Вино Коломбар, Alma Valley",2021.0,Россия,Полусладкое,1140.0,5.0,1.0
"Вино Ginestet Bordeaux Blanc, Maison Ginestet",2021.0,Франция,Сухое,1290.0,3.8,5.0
"Вино Cotes du Rhone Rose, Guigal",2021.0,Франция,Сухое,1848.0,4.7,3.0
"Вино Solandia Shiraz-Nero d'Avola, GIV",2021.0,Италия,Полусухое,1120.0,4.3,2.0
"Вино Libalis Rose, Maetierra",2021.0,Испания,Полусухое,1690.0,0.0,
"Вино Gavi dei Gavi (Etichetta Nera), La Scolca",2021.0,Италия,Сухое,6490.0,5.0,
"Вино Gavi dei Gavi (Etichetta Nera), La Scolca",2021.0,Италия,Сухое,6490.0,4.9,1.0
"Вино Sancerre Blanc Les Baronnes, Henri Bourgeois",2021.0,Франция,Сухое,4690.0,4.8,6.0
"Вино Carmenere Reserva, Caliterra",2021.0,Чили,Сухое,1490.0,4.3,13.0
"Вино Maggiorina, Le Piane",2021.0,Италия,Сухое,3790.0,3.0,
"Вино Beaujolais Fleurie Domaine des Hospices de Belleville, Joseph Drouhin",2021.0,Франция,Сухое,5190.0,5.0,1.0
"Вино Frascati, San Marco",2021.0,Италия,Полусухое,990.0,4.8,2.0
"Вино Riesling Layet GG, Nik Weis St. Urbans-Hof",2021.0,Германия,Сухое,6490.0,0.0,
Вино Sauvignon Volpe Pasini,2021.0,Италия,Сухое,3490.0,4.0,1.0
"Вино Gruner Veltliner Alte Reben, Nigl",2021.0,Австрия,Сухое,5290.0,0.0,
Вино Foradori,2021.0,Италия,Сухое,4490.0,4.4,3.0
"Вино Chianti Castiglioni, Frescobaldi",2021.0,Италия,Сухое,2490.0,5.0,1.0
"Вино Sexy Beast, Two Hands",2021.0,Австралия,Сухое,4490.0,4.6,26.0
"Вино Montej Bianco, Villa Sparina",2021.0,Италия,Сухое,1568.0,4.6,7.0
"Вино Louro Godello, Rafael Palacios",2021.0,Испания,Сухое,4990.0,4.0,1.0
Вино Grivo Volpe Pasini,2021.0,Италия,Сухое,3490.0,4.6,3.0
Вино Hilandar Rose ,2021.0,Греция,Сухое,3790.0,3.0,1.0
"Вино Le Bordeaux de Citran Rose, Chateau Citran",2021.0,Франция,Сухое,1740.0,4.4,3.0
"Вино Fontegaia Orvieto Classico, San Marco",2021.0,Италия,Сухое,990.0,5.0,1.0
"Вино Chardonnay, Vina Arboleda",2021.0,Чили,Сухое,3140.0,4.6,8.0
"Вино Cabernet Sauvignon, Casa Defra",2021.0,Италия,Полусухое,890.0,4.8,2.0
"Вино Riesling Ried Pfaffenberg Steiner Selection, Emmerich Knoll",2021.0,Австрия,Полусухое,9990.0,5.0,
"Вино Vipra Rossa, Bigi",2021.0,Италия,Сухое,1140.0,4.7,5.0
"Вино Petit Chablis, Domaine des Chenevieres",2021.0,Франция,Сухое,2993.0,5.0,
"Вино Salice Salentino Feudo Monaci, Castello Monaci",2021.0,Италия,Сухое,1390.0,3.7,1.0
"Вино Pinot Noir, Vina Arboleda",2021.0,Чили,Сухое,3790.0,4.5,8.0
"Вино Morogues Vignes de Ratier, Domaine Pelle",2021.0,Франция,Сухое,4790.0,5.0,1.0
"Вино Morogues, Domaine Pelle",2021.0,Франция,Сухое,3990.0,4.6,3.0
"Вино Col di Sasso, Banfi",2021.0,Италия,Полусухое,1118.0,4.5,27.0
"Вино Es Primitivo, Gianfranco Fino",2021.0,Италия,Полусухое,15990.0,5.0,1.0
"Вино Sgarzon, Foradori",2021.0,Италия,Сухое,7290.0,0.0,
"Вино Gruner Veltliner Kremser Goldberg Kellermeister Privat, Winzer Krems",2021.0,Австрия,Полусухое,2790.0,4.4,1.0
"Вино Fuoripista Pinot Grigio, Foradori",2021.0,Италия,Сухое,7290.0,5.0,
"Вино Condrieu La Doriane, Guigal",2021.0,Франция,Сухое,21490.0,0.0,
"Вино Max Reserva Chardonnay, Errazuriz",2021.0,Чили,Сухое,2990.0,4.7,4.0
"Вино Cellar Selection Cabernet Sauvignon, Santa Carolina",2021.0,Чили,Полусухое,840.0,4.7,4.0
"Вино Lezer, Foradori",2021.0,Италия,Сухое,3990.0,4.7,4.0
"Вино Fontanasanta, Foradori",2021.0,Италия,Сухое,4790.0,4.6,3.0
"Вино Bourgogne Pinot Noir, Domaine Pierre Gelin",2021.0,Франция,Сухое,5490.0,4.6,1.0
"Вино Riesling Senftenberger Piri, Nigl",2021.0,Австрия,Сухое,5290.0,4.7,1.0
"Вино Costalupo, Dino Illuminati",2021.0,Италия,Сухое,1590.0,5.0,
"Вино Sancerre Le Rochoy, Domaine Laporte",2021.0,Франция,Сухое,4790.0,4.7,3.0
"Вино Tini Rosso Biologico, Caviro",2021.0,Италия,Полусухое,840.0,4.0,1.0
"Вино Meursault Les Tillets, Domaine Alain Gras",2021.0,Франция,Сухое,16490.0,0.0,
"Вино Cabernet Sauvignon Oak Cask, Trapiche",2021.0,Аргентина,Полусухое,1290.0,4.6,16.0
"Вино Pinot Noir, Cantina Terlan",2021.0,Италия,Сухое,4290.0,4.0,2.0
"Вино Condrieu La Petite Cote, Yves Cuilleron",2021.0,Франция,Сухое,6643.0,5.0,
"Вино Fontegaia Nero D'Avola, San Marco",2021.0,Италия,Сухое,990.0,4.7,3.0
"Вино Gavi dei Gavi (Etichetta Nera), La Scolca",2021.0,Италия,Сухое,6990.0,5.0,2.0
"Вино Sauvignon Zuc di Volpe, Volpe Pasini",2021.0,Италия,Сухое,5490.0,4.5,
"Вино Campirosa, Dino Illuminati",2021.0,Италия,Сухое,1590.0,4.2,2.0
"Вино Cellar Selection Carmenere, Santa Carolina",2021.0,Чили,Полусухое,840.0,3.7,4.0
"Вино Condado de Oriza Roble, Pagos del Rey",2021.0,Испания,Сухое,1340.0,4.5,6.0
"Вино Garnacha Art Collection, Gurpegui",2021.0,Испания,Сухое,890.0,4.8,3.0
"Вино Collio Pinot Bianco, Russiz Superiore",2021.0,Италия,Сухое,4490.0,4.0,1.0
"Вино Centine Bianco, Banfi",2021.0,Италия,Сухое,1990.0,3.5,1.0
"Вино Centine Rose, Banfi",2021.0,Италия,Полусухое,1990.0,5.0,
"Вино La Regina Langhe Nascetta, Braida",2021.0,Италия,Сухое,2933.0,4.4,5.0
"Вино Quarz Sauvignon Blanc, Cantina Terlan",2021.0,Италия,Сухое,11190.0,5.0,
"Вино Dolcetto d`Alba, Giacomo Fenocchio",2021.0,Италия,Сухое,2990.0,5.0,1.0
"Вино Совиньон Блан, Лефкадия",2021.0,Россия,Сухое,1840.0,4.0,1.0
"Вино Beaujolais-Villages, Joseph Drouhin",2021.0,Франция,Сухое,3290.0,4.7,12.0
"Вино Chablis Vieilles Vignes 1946, Jean-Marc Brocard (Domaine Sainte-Claire)",2021.0,Франция,Сухое,7490.0,4.9,2.0
"Вино Collio Pinot Grigio, Russiz Superiore",2021.0,Италия,Сухое,4490.0,5.0,1.0
"Вино Escherndorf am Lumpen 1655 Silvaner GG, Horst Sauer",2021.0,Германия,Сухое,7990.0,5.0,1.0
"Вино Garganega e Chardonnay, Cielo",2021.0,Италия,Полусухое,790.0,4.5,3.0
"Вино Clarendelle by Haut-Brion Blanc, Domaine Clarence Dillon",2021.0,Франция,Сухое,2990.0,4.5,1.0
"Вино Fontanelle, Banfi",2021.0,Италия,Сухое,4790.0,3.0,1.0
"Вино Merlot Reserve, Усадьба Маркотх",2021.0,Россия,Сухое,2990.0,5.0,15.0
"Вино Saarfeilser GG, Nik Weis St. Urbans-Hof",2021.0,Германия,Полусухое,5990.0,0.0,
"Вино Каберне Фран, Лефкадия",2021.0,Россия,Сухое,2490.0,4.6,5.0
"Вино Rose de Loire les Versaines, Marcel Martin",2021.0,Франция,Сухое,1440.0,4.7,5.0
"Вино Langhe Nebbiolo, Cascina delle Rose",2021.0,Италия,Сухое,5190.0,0.0,
"Вино Educato Chardonnay, Elio Grasso",2021.0,Италия,Сухое,4990.0,0.0,
"Вино Dolcetto d'Alba A Elizabeth, Cascina delle Rose",2021.0,Италия,Сухое,3290.0,5.0,1.0
"Вино Soave Linea Classica, Bertani",2021.0,Италия,Сухое,2140.0,4.5,1.0
Вино Gavi Villa Sparina,2021.0,Италия,Сухое,4290.0,5.0,1.0
"Вино Riesling Kalkmergel, Knipser",2021.0,Германия,Сухое,4140.0,4.8,1.0
"Вино Sainte Epine, Herve Souhaut",2021.0,Франция,Сухое,10490.0,5.0,
"Вино Gavarini Langhe Nebbiolo, Elio Grasso",2021.0,Италия,Сухое,4990.0,4.3,2.0
"Вино Merlot Reserva, Caliterra",2021.0,Чили,Сухое,1490.0,4.2,9.0
"Вино Cuvee Terlaner, Cantina Terlan",2022.0,Италия,Сухое,3990.0,5.0,1.0
Вино Chateau Les Rosiers Blanc,2022.0,Франция,Сухое,1690.0,4.9,2.0
"Вино Solandia Grillo-Chardonnay, GIV",2022.0,Италия,Сухое,1120.0,4.8,
"Вино Chablis, Domaine Herve Azo",2022.0,Франция,Сухое,3003.0,4.6,8.0
"Вино 9 Lives Fierce Sauvignon Blanc Reserve , Vina San Pedro",2022.0,Чили,Сухое,1120.0,4.5,6.0
"Вино Pinot Grigio, Cantina Terlan",2022.0,Италия,Сухое,3290.0,4.4,3.0
"Вино Weissburgunder Mosel Dry, Nik Weis St. Urbans-Hof",2022.0,Германия,Полусухое,1940.0,4.0,1.0
"Вино Gato Negro Carmenere, Vina San Pedro",2022.0,Чили,Сухое,840.0,4.4,4.0
"Вино Chenin Blanc, Spice Route",2022.0,Южная Африка,Сухое,3140.0,4.3,3.0
"Вино Muskateller, Nastl",2022.0,Австрия,Сухое,2790.0,4.6,8.0
"Вино Sauvignon Blanc Winkl, Cantina Terlan",2022.0,Италия,Сухое,4790.0,5.0,1.0
"Вино Sauvignon Blanc, Vina Arboleda",2022.0,Чили,Сухое,3140.0,4.0,2.0
"Вино L’Altro Chardonnay, Pio Cesare",2022.0,Италия,Сухое,2529.0,5.0,
"Вино La Pettegola, Banfi",2022.0,Италия,Сухое,2640.0,5.0,
"Вино Gato Negro Moscato, Vina San Pedro",2022.0,Чили,Сладкое,840.0,0.0,
"Вино Roero Arneis, Vietti",2022.0,Италия,Сухое,3218.0,4.1,7.0
"Вино Sauvignon Blanc Reserva, Caliterra",2022.0,Чили,Сухое,1490.0,4.5,1.0
"Вино Cabernet Sauvignon Vineyards, Trapiche",2022.0,Аргентина,Сухое,890.0,4.0,6.0
"Вино Krakhuna, Binekhi",2022.0,Грузия,Сухое,1390.0,3.7,2.0
"Вино Capitel Foscarino, Roberto Anselmi",2022.0,Италия,Полусухое,3990.0,5.0,1.0
"Вино Sobaja Sauvignon, Pradio",2022.0,Италия,Сухое,1990.0,4.9,14.0
"Вино Samas, Agricola Punica",2022.0,Италия,Сухое,2790.0,4.3,
"Вино Chablis, Domaine des Chenevieres",2022.0,Франция,Сухое,3003.0,4.8,3.0
"Вино Casa Albali Garnacha Rose, Felix Solis",2022.0,Испания,Полусухое,890.0,4.8,13.0
